Statement_id,Title,Category,Technology_Bucket,Datasetfile,Description,Department,Organisation
SIH1738,Innovative applications of cloud-optimized geotiffs for INSAT satellite data,Software,Clean & Green Technology,NULL,"Description: Design and development of novel applications of Cloud Optimized GeoTIFFs for Efficient Streaming and On-the-Fly processing of INSAT Satellite Data. Challenge: 1. Data Acquisition and Preprocessing: Acquire Level 1 INSAT satellite data from relevant sources. Pre-process the data to ensure compatibility with the COG format. 2. COG Generation: Develop a pipeline to convert INSAT Level 1 data into Cloud Optimized GeoTIFFs. Ensure the pipeline supports multiple spectral bands and their efficient encoding. 3. Selective Streaming and Partial Download: Implement selective streaming capabilities to allow users to access specific data regions and bands without downloading entire files. Enable partial downloads for efficient data handling and reduced bandwidth usage. 4. On-the-Fly Manipulations: Develop tools for real-time manipulations of multiple spectral bands, including band arithmetic, colour adjustments, and custom visualizations. Integrate these tools into a user-friendly interface for seamless interactions. 5. System Integration and Testing: Integrate the COG generation pipeline and on-the-fly manipulation tools into a cloud-based system. Conduct thorough testing to ensure performance, reliability, and user experience. Usage: To make INSAT Data Cloud compatible Users: Meteorologist Available Solutions (if Yes, reasons for not using them): No ( To be verified if existing tools exist ) Desired Outcome: a. A fully functional system capable of generating and serving Cloud Optimized GeoTIFFs from INSAT data. b. Tools for real-time manipulation of multiple spectral bands. Enhanced accessibility and usability of INSAT satellite data for various applications",Indian Space Research Organization (ISRO),Indian Space Research Organization (ISRO)
SIH1739,Building Integrated Photo-voltaic (BIPV) potential assessment and visualisation using LOD-1 3D City Model,Software,Renewable / Sustainable Energy,NULL,"Description: Building Integrated Photovoltaic (BIPV) systems are the solar power generating products or systems that are seamlessly integrated into the building envelop. The satellite data from Indian Satellites such as Cartosat-2/3 and Cartosat-1 are capable of generating 3D city models up to LoD-1. These LoD1 models, which are derived by extruding a footprint to a uniform height, can be used for simulating building shadows. This project aims to develop an interactive application for assessing BIPV potential using LOD-1 3D city model. It will involve simulating shadow of adjoining buildings on each face of the building and estimating incident solar energy on the vertical face of the building. The application will render the building surface according to available BIPV potential. Challenge: * 3D Visualisation of LOD-1 City Model * Simulating Building Shadows in 3D * 3D Rendering of BIPV Potential on Building Usage: Application of Space-based inputs for Renewable Energy Users: The application will be deployed on VEDAS portal's '3D City Model and Rooftop Solar Potential' application. It will be usefu for Policy-makers (State & Central Government), Solar Energy Solution Providers, Architects and citizens. Available Solutions (if Yes, reasons for not using them): Commercial Architectural Packages like Autodesk are suitable for building-level analysis and require substantial level of details. 3D GIS packages such as ESRI City Engine or Cesium provide visualisation capabilities. Software for city-wide BIPV potential estimation are currently not available in public domain. Desired Outcome: An interactive application where user provides a date (for calculating sun-position) and daily Global Horizontal Irradiation (GHI) value, and the application generates corresponding 3D city model rendered according to incident solar energy for that day. The application also provide total BIPV and rooftop PV energy potential available in the building.",Indian Space Research Organization (ISRO),Indian Space Research Organization (ISRO)
SIH1740,Development of map-matching algorithm using AI-ML techniques to distinguish vehicular movement on highway and service road,Software,Smart Automation,NULL,"Description: Algorithm development using AI-ML techniques to distinguish vehicular movement on highway and service road. Challenge: The algorithm shall be able to distinguish the vehicle movement on highway or service road even if intermittent GNSS position is not available or large bias is observed in GNSS coordinates. Usage: To support the applications such as GNSS-based tolling Users: Vehicles moving on highways Available Solutions (if Yes, reasons for not using them): Not available as a comprehensive solution Desired Outcome: The developed algorithm shall provide the following: 1. Use the coarse GNSS position of the moving vehicle and plot the movement on a map 2. Using map-matching techniques, identify the movement of vehicle on the highway or the service road 3. Apply AI-ML techniques to improvement map-matching performance.",Indian Space Research Organization (ISRO),Indian Space Research Organization (ISRO)
SIH1741,Centralized application-context aware firewall,Software,Blockchain & Cybersecurity,NULL,"Description: Develop an application firewall for end-points that can identity and restrict access of application to external network/hosts. The application firewall should provide further granular control of restricting domains, IP addresses and protocols for each application. The firewall should be manageable through a centralized web console where policies for each end-point and application can be centrally deployed. Firewall agent should also be able to monitor network usage behaviour of each application and generate alerts on central dashboard for any traffic anomaly using AI/ML. Challenge: Applying separate firewall policies for each application running on the end-point and managing them through a central web console. Usage: End-point security, network security Users: Cyber security teams Available Solutions (if Yes, reasons for not using them): Individual components are available Desired Outcome: The solution should provide following components: 1. Solution should identify the domains and protocols that any application is trying to access. Further, it should enable allowing of any such network traffic which is not already allowed via centralized console. 2. Context-aware application firewall agent that shall manage firewall policies for each application running on end-point. The agent shall also collect network usage logs of each application and send it to central server. 3. Central web management console that shall be able to manage all end-points and applications 4. Solution should work for Windows end-points. Bonus points for Linux 5. Solution should also detect abnormal network behaviour of applications",Indian Space Research Organization (ISRO),Indian Space Research Organization (ISRO)
SIH1742,Standardizing Odd School Structures to Improve Educational Policy Implementation and Resource Allocation,Software,Smart Automation,NULL,"Background: ODD School Structure refers to schools that do not conform to the standard categories defined by the Ministry of Education under the UDISE+ portal. These standard categories are designed to align with the Samagra Shiksha framework, which aims to ensure uniformity and consistency in the educational structures across the country. Schools falling outside these categories, due to variations in grade configurations, are classified as having """"odd structures."""" However, 145,012 schools across the country fall into the """"odd"""" school structure category due to variations in grade configurations. These odd structures pose challenges for the uniform implementation of educational policies and schemes, such as Samagra Shiksha. This misalignment is particularly significant in states like Goa, Mizoram, West Bengal, and Kerala, where the majority of schools do not conform to the standard categories. Description: The problem of odd school structures affects the equitable distribution of resources, effective policy implementation, and the overall quality of education. Schools with odd structures are often excluded from the streamlined processes and benefits that come with standardization. The national average of schools with odd structures is 14.28%, but in some states, the percentage is much higher, complicating the delivery of educational initiatives. The objective is to standardize these odd school structures by aligning them with the defined categories under Samagra Shiksha, thereby improving the uniformity and effectiveness of educational policies across the country. Innovative Solutions: A. AI-Driven School Structure Analysis Tool: Develop software that uses AI to analyze school data and automatically classify schools into standard categories or identify them as odd structures. This tool can also suggest optimal restructuring options to align schools with the standard categories. B. Standardization Support Platform: Create a platform that provides guidelines, best practices, and resources for schools to transition from odd to standard structures. The platform could include modules on infrastructure planning, grade reconfiguration, and community engagement strategies. C. Dynamic Resource Allocation System: Develop a system that allows for flexible resource allocation based on school structures. This system would help in distributing resources more equitably by taking into account the specific needs of schools with odd structures during the transition period. D. Progress Monitoring Dashboard: Implement a real-time dashboard for monitoring the progress of schools as they transition from odd to standard structures. This dashboard would provide insights to policymakers and administrators, allowing them to track changes, identify bottlenecks, and intervene as necessary. E. Interactive Stakeholder Engagement Portal: Develop an online portal to engage with school administrators, teachers, and the community. This portal could include forums, feedback tools, and support resources to facilitate the transition to standard structures, ensuring that the process is inclusive and addresses local concerns.","Samagra Shiksha Abhiyan, Department of School Education & Literacy (DoSEL)",Ministry of Education
SIH1743,Parsing of Social Media Feeds,Software,Miscellaneous,NULL,"During investigation when the social media accounts of accused/suspect are opened for examination or creating Panchnamas, it would be better if some tool is designed which can automatically parse the data and provide the screenshot of the posts, messages, timeline, friend list, following, followers, account info, etc and provide screenshots in a documented form. * The examiner may choose to print the screenshots as per requirements. This will omit any human error during the process and also help to thoroughly reviewing the data found for the said social media account. * Separate options for Facebook, Twitter, Instagram, Telegram, WhatsApp, Google account etc may be provided in the tool. * Many a times, the social media accounts do not open in Desktops even if we have the right credentials and the examiner have to use a dummy android phone. So, two separate versions (Android and windows) of this tool will be helpful.","Anti-Cyber Terrorism Division, NATIONAL INVESTIGATION AGENCY (NIA)",National Investigation Agency (NIA)
SIH1744,Creating a cyber triage tool to streamline digital forensic investigation,Software,Blockchain & Cybersecurity,NULL,"To design and develop an innovative digital forensics and incident response tool with an intuitive and accessible interface for investigators, that streamlines the process of importing evidence, conducting automated analysis, and generating detailed reports. The tool should feature an interface with clear navigation & real-time data visualization and should support: 1. Automated data collection from RAW images (forensic images) and other formats using disk imaging tools 2. Automate the scanning and analysis of data, including files, system logs, registry entries, network activity etc. 3. Identify indicators of compromise (IOCs) and related suspicious activities 4. Integrate AI/ML algorithms for anomaly detection and pattern recognition. The AI/ML feature should incorporate a scoring system and recommendation engine that allow investigators to quickly focus on the important artifacts. 5. User-friendly review options should include interactive timelines and graphical summaries, while comprehensive reporting capabilities should allow exports in various formats such as PDF, JSON, and CSV.","Anti-Cyber Terrorism Division, NATIONAL INVESTIGATION AGENCY (NIA)",National Investigation Agency (NIA)
SIH1745,De-anonymizing of entities on the onion sites operating on TOR Network,Software,Blockchain & Cybersecurity,NULL,"Background: Dark web is being used for illegal purposes and number of market places are being operated by the underground operators which facilitate illegal buying/selling of drugs/weapons/data leaks/counterfeit moneys/documents etc. Platforms, being anonymise to the LEA, make it difficult to identify the market place running on dark web mainly TOR Network. Description: Running the illegal sites on dark web network only requires the access of TOR Browser and TORRC file to run the market from local system. For hosting the services, people may utilise the paid or freely available hosting servers. Being on TOR network (V3), it is very difficult to identify the underground operator running the market. Amid running market on TOR network, the underground operator provides the access of his portal though his ISP/VPN services which has been taken from the respective ISP of his country and the VPN service provider. Expected Solution: It is expected that any solution like tool or technique may be developed the underground operator running the market may be identified. The participants may target finding the actual IP/VPN IP being used by the players of the onion sites. The participants may also try to find out other personally identifiable information (PII) regarding the underground operators active on the onion sites.",National Critical Information Infrastructure Protection Center (NCIIPC),National Critical Information Infrastructure Protection Center (NCIIPC)
SIH1746,Improving open source software security using Fuzzing,Software,Blockchain & Cybersecurity,NULL,"Background: Fuzzing is an automated process of identifying software vulnerabilities by supplying unexpected and faulty inputs to the software. The main aim of fuzzing is to identify the crucial edge cases where a software might fail. Therefore, fuzzing provides a crucial insight into the stability and security of the software. The process of fuzzing can be divided into following broad steps – 1. Identification of Target Function(s) – Target function(s) are typically those functions that act as entry points for processing input data. They use various APIs to perform operation on the input data. 2. Developing harness – Harnesses are small code stubs whose sole purpose is to invoke the target function by using mutated data inputs. A harness bridges the gap between how the fuzzer generates input and how the target application receives and processes the input. 3. Fuzzing - In this step, a fuzzer is used to generate numerous data inputs which are then passed to the target function using the harness. The fuzzer checks whether the application crashes by processing a certain input. If a crash occurs, then it saves the input and the memory state of the crash to file for later analysis. Description: Fuzzing has proven its effectiveness in discovering thousands of vulnerabilities in file-processing and stateless applications. In fuzzing, and automated testing in general, designing test oracles is crucial. In this challenge the team is supposed to fuzz an open source software namely the Windows variant of Sumatra PDF Reader software (version 3.5.2 or later). Sumatra PDF Reader is a very popular open source and widely used PDF viewing software. In this challenge, teams are required to develop a working harness for fuzzing of the latest version (version 3.5.2 or later) of Windows Sumatra PDF Reader software solution, fuzzed on any fuzzer of their choice. The submission will be evaluated on the following criteria – 1. Target functions identified 2. Live demonstration of fuzzing harness developed 3. Code Coverage achieved 4. Technical report submitted by the team. Expected Solution: Each team must provide a fuzzing harness that is capable of fuzzing the windows software solution of the Sumatra PDF Reader (version 3.5.2 or later). This fuzzing harness must identify target functions and supply appropriate arguments for the invocation of such functions. The fuzzing harness will be run using a fuzzer (preferably WinAFL). Each team must submit a working harness along with a technical report stating – 1. Reversing steps undertaken 2. Target functions identified 3. Dependencies identified",National Critical Information Infrastructure Protection Center (NCIIPC),National Critical Information Infrastructure Protection Center (NCIIPC)
SIH1747,Improving Android security: Application security for mobile app on Android 14 or higher,Software,Miscellaneous,NULL,"Background: It is a requirement for some organizations to add features by modifying an existing android application. The current security scenario requires a secure mobile operating environment and applications, allowing organizations to quickly modify the apps being used and also test their working on the latest versions of Android. Description: A framework for adding new security features in an existing application is a valuable tool in the toolkit of android application developers. The challenge is to add new features and functionalities in the existing android applications for Android 14 or higher. This framework is required for adding layers of security to the app, known only to the user organization and catering to its specific requirements. Expected Solution: Web based framework for adding security layers in given APKs while maintaining their original functionalities is required. Modified APK should be able to function on Android 14 having access to all the system resources which the original APK has. Solutions will be evaluated based on the capabilities like feature addition without application crash, retaining functionality of the original app and quality of implementation of the framework",National Critical Information Infrastructure Protection Center (NCIIPC),National Critical Information Infrastructure Protection Center (NCIIPC)
SIH1748,Creating a Framework for Static Analysis of Vulnerabilities in Android Applications,Software,Miscellaneous,NULL,"Background: Android applications are increasingly becoming an integral part of daily life, offering various services and functionalities. However, their widespread use also makes them prime targets for security vulnerabilities. Identifying and mitigating these vulnerabilities during the development phase is crucial for ensuring the security and integrity of these applications. Static analysis provides a method to examine code for vulnerabilities without executing it, allowing developers to catch and fix security issues early. Detailed Description: This report outlines a comprehensive framework for conducting static analysis to detect vulnerabilities in Android applications. The framework covers the following key aspects: 1.Preparation â€¢ Gather Requirements: Define the scope and objectives of the static analysis process. Determine which parts of the application will be analyzed and the specific types of vulnerabilities to look for. â€¢ Select Tools: Choose appropriate static analysis tools tailored for Android development such as MobSF, SonarQube, Android Lint, FindBugs, and PMD. 2. Code Review â€¢ Manual Code Review: Perform a thorough review of the source code to identify obvious security flaws. This step involves examining the code for insecure coding practices, such as hardcoded credentials, improper exception handling, and insecure data storage. â€¢ Automated Static Analysis: Use automated tools to scan the codebase for vulnerabilities. These tools can quickly identify issues such as insecure API usage, improper permissions, and potential injection points. 3. Configuration Analysis â€¢ Manifest File Review: Analyze the AndroidManifest.xml file for insecure configurations, such as exported components that should be private, overly broad permissions, and improper use of intents. â€¢ Build Configuration Review: Examine build.gradle files to ensure secure configurations and identify potential issues related to dependency management and build settings. 4. Dependency Analysis â€¢ Third-Party Libraries: Identify and evaluate third-party libraries for known vulnerabilities. Ensure that all dependencies are up-to-date and do not introduce security risks into the application. 5. Reporting â€¢ Document Findings: Prepare a detailed report outlining the identified vulnerabilities, their severity, and potential impact. The report should include specific examples of the code where vulnerabilities were found and explanations of why they pose a risk. â€¢ Prioritize Issues: Rank vulnerabilities based on their severity and potential impact on the application. This helps in focusing remediation efforts on the most critical issues first. 6. Mitigation and Remediation â€¢ Propose Fixes: Provide specific recommendations for addressing the identified vulnerabilities. This includes suggesting secure coding practices, configuration changes, and updates to third-party libraries. â€¢ Integrate Fixes: Work with the development team to integrate the recommended fixes into the codebase. This step may involve revising the application architecture, modifying code, and updating dependencies. Expected Solution: 1.Early Detection of Vulnerabilities: Identifying security issues early in the development process, allowing for timely remediation. 2. Improved Code Quality: Encouraging secure coding practices and reducing the likelihood of introducing security flaws. 3. Increased Security Awareness: Raising awareness among developers about common security issues and how to avoid them. 4.Enhanced Application Security: Reducing the risk of exploitation by addressing vulnerabilities before the application is deployed to production.",National Critical Information Infrastructure Protection Center (NCIIPC),National Critical Information Infrastructure Protection Center (NCIIPC)
SIH1749,Recovery of Deleted Data and Associated Metadata from XFS and Btrfs Filesystems,Software,Blockchain & Cybersecurity,NULL,"Background : Digital evidence has become increasingly crucial in forensic investigations. The recovery of deleted data from storage devices is essential for reconstructing timelines, identifying suspects, and uncovering critical information. Traditional file systems like FAT and NTFS have been extensively studied, and tools for recovering deleted data from them are relatively mature. However, modern file systems like XFS and Btrfs, designed for performance and reliability, employ complex data structures that pose signifycant challenges for data recovery. Forensic investigations often involve recovering various file types, including documents files, log files, and system files. These files contain valuable information about system activities, user behaviour, and potential criminal activities. The ability to recover deleted files along with their complete metadata, such as creation, access, modification, and deletion timestamps, is crucial for establishing timelines and corroborating evidence. Detailed Description :XFS and Btrfs file systems offer advanced features like journaling, copy-on-write, and efficient data allocation. While these features enhance system performance and data integrity, they also complicate the process of recovering deleted data. When a file is deleted in these file systems, the data itself is not immediately erased; instead, the file system marks the allocated blocks as free for reuse. This delayed overwriting of data presents an opportunity for recovery, but it also requires specialized techniques to extract and analyse the deleted data. Moreover, recovering accurate metadata associated with deleted files is equally challenging. Metadata is critical for establishing the context of the recovered data and determining its relevance to the investigation. Extracting metadata from XFS and Btrfs file systems requires a deep understanding of their internal structures and data allocation mechanisms. Expected Solution: An ideal solution would be a comprehensive data recovery technique specifically designed for XFS and Btrfs file systems. These techniques should able to: 1. Efficiently recover deleted data: Develop algorithms and techniques to identify and extract deleted files from the complex data structures of XFS and Btrfs. 2. Support a wide range of file types: Recover Text-Based Document Formats(doc,docx, rtf, pdf, txt, odt, html, xml, ppt, odp, xls, ods, log, csv, tsv, txt, conf, ini, cfg etc), archives file(zip, tar, rar, iso, rpm, deb etc), Image-Based Document Formats(jpg, jpeg, png, gif, tif etc), executables binaries(.elf, .so, .a, exe, dll, bat, cmd) scripts files(ps, ps1, sh, bash, zsh, py etc), database file(.db etc) and other relevant data formats. 3. Extract complete metadata: Recover accurate creation, access, modification, and deletion timestamps, file names, and other essential metadata associated with deleted files. 4. Provide user-friendly interface: Offer an intuitive interface (GUI/CLI) for easily navigate recovered data and generate reports. 5. Ensure data integrity: Implement robust data validation and verification mechanisms to maintain the integrity of recovered data.",National Critical Information Infrastructure Protection Center (NCIIPC),National Critical Information Infrastructure Protection Center (NCIIPC)
SIH1750,Creating a Comprehensive Web Application Fuzzer,Software,Miscellaneous,NULL,"Background: Web applications are ubiquitous and serve as the backbone for a myriad of online services. However, their complexity and extensive use make them prime targets for cyber-attacks. Hidden directories, virtual hosts, API endpoints, URL parameters, and subdomains can all harbour vulnerabilities that attackers might exploit. Identifying these vulnerabilities through comprehensive fuzzing can significantly enhance the security of web applications. A versatile fuzzer that automates the discovery and testing of these components is essential for proactive security measures. Detailed Description: This documentation outlines the development of a comprehensive web application fuzzer, detailing its functionalities and usage across various web application components: 1. Preparation o Gather Requirements: Define the objectives and scope of the fuzzing process. Identify the web application components to be tested and the types of vulnerabilities to target. o Select Tools: Choose the appropriate fuzzing tools and libraries that support testing of directories, virtual hosts, API endpoints, URL parameters, custom test cases, and subdomains. 2. Directories and Files o Enumeration: Perform a systematic enumeration of directories and files to uncover hidden content. This involves brute-forcing directory names and file extensions to identify unlinked or forgotten resources. o Testing: Test the discovered directories and files for common vulnerabilities such as directory traversal and insecure file uploads. 3. Virtual Hosts (VHosts) o Discovery: Identify virtual hosts configured on the server by fuzzing the Host header with various subdomain values. o Assessment: Evaluate the discovered virtual hosts for configuration issues and vulnerabilities that might arise from improper isolation of web applications. 4. API Endpoints o Identification: Detect API endpoints by analyzing common patterns and URL structures used in the application. o Vulnerability Testing: Test API endpoints for security flaws such as insecure data transmission, improper authentication, and authorization, as well as injection vulnerabilities. 5. Parameters o Fuzzing: Fuzz URL parameters to uncover vulnerabilities like SQL injection, cross-site scripting (XSS), remote code execution, and parameter pollution. o Payloads: Use a variety of payloads and encoding techniques to ensure comprehensive coverage of potential attack vectors. 6. Custom Test Cases o User-Defined Scenarios: Allow users to create and integrate custom test cases to target specific application logic or unique vulnerabilities. o Execution: Execute custom test cases in conjunction with standard fuzzing techniques to maximize the depth and breadth of security testing. 7. Subdomains o Discovery: Perform DNS enumeration and brute-forcing to identify subdomains associated with the main domain. o Security Testing: Assess the discovered subdomains for common vulnerabilities and misconfigurations that could expose the application to risk. 8. Reporting o Document Findings: Prepare detailed reports highlighting identified vulnerabilities, their severity, and potential impact. Include specific examples and explanations to aid in understanding and remediation. o Prioritize Issues: Rank the discovered vulnerabilities based on their severity and potential impact to help prioritize remediation efforts. 9. Mitigation and Remediation o Propose Fixes: Provide actionable recommendations for addressing the identified vulnerabilities, including secure coding practices, configuration adjustments, and updates to dependencies. o Integrate Fixes: Collaborate with the development team to implement the recommended fixes, ensuring the application is secured before deployment. Expected Solution: 1. Early Detection of Vulnerabilities: Identifying security issues early in the development process, allowing for timely remediation. 2. Improved Code Quality: Encouraging secure coding practices and reducing the likelihood of introducing security flaws. 3. Increased Security Awareness: Raising awareness among developers about common security issues and how to avoid them. 4. Enhanced Application Security: Reducing the risk of exploitation by addressing vulnerabilities before the application is deployed to production.",National Critical Information Infrastructure Protection Center (NCIIPC),National Critical Information Infrastructure Protection Center (NCIIPC)
SIH1751,"Dashboard for Swachhta and LiFE. Develop a dashboard aimed at maintaining cleanliness and LiFE practices, integrating AI-powered image processing technology for effective monitoring of Swachhta and green practices adopted in post offices. The dashboard needs to be accessible from the Divisional Office offering surveillance capabilities and triggering alerts for deviation from prescribed Swachhta and Green Growth standards to prompt on ground intervention to guide the post office concerned to make necessary changes to conform to set expectations.",Software,Clean & Green Technology,NULL,"Background: The Department of Posts has implemented Swachhta Abhiyaan in its entire network with intense and focused efforts in the last 10 years. In 2023-24 it has introduced more systematic efforts towards institutionalization of Swachhta Protocols in its entire network and also introduced Lifestyle for Environment Practices through an introductory course on the iGOT portal of GOI and Mission Karmayogi portal of the Department. In the year 2024, the Department has prescribed a Swachhta Action Plan (SAP) 2024 template and provided a toolkit to the field units to adopt fit to local context activities under Swachhta Abhiyaan from the menu of activities prescribed for the entire network to choose from. Through the SAP 2024, the Department aims to institutionalize Swachhta protocols across the network with local ownership and adherence to basic standards. To ensure the outcome the solution to the Problem Statement may be useful for the Department to meet its objectives across the network. In addition to the Swachhta Action Plan and related behaviours and practices, the Department is also committed to adopt Lifestyle for Environment Practices for each of its administrative and operative units. Monitoring system for LiFE with modern and emerging technologies is also welcome to make the Swachhta focused solution above even more useful and powerful for the Department. Description: This is a problem statement seeking monitoring and data analytics solution using modern and emerging Industry 4.0 technologies. While the use of AI and pictorial data based automated monitoring is at the heart of the problem, the team working on this problem can choose any combination of available technologies and tools to devise a simple to use and adopt solution to enable its mass adoption across the post office network. Expected Solution: The expected solution is pictorial data and analytics based on AI. Cameras to capture pictorial data are available in various locations in the DoP and actual or dummy data for the solution will be provided. The geolocation and timestamp on the pictorial data is also to be taken as a fundamental data point to capture in the spirit of the outcome expected towards improved internal governance of Swachhta and green, LiFE, practices being adopted by the Department. The solution developed here could have a wide application based on the scalability that is built in by the teams working on this problem statement.",Department of Posts,Ministry of Communication
SIH1752,"Measurement and Monitoring of Counter Services ""Develop a simple to use application for measurement and monitoring of counter services offered by Post Offices for their customers while providing ease of access to mail, parcel, financial, payment, insurance and citizen centric services from each Post Office. The solution suggested should integrate traditional and modern Industry 4.0 Technology based solution to this fundamental challenge faced by the DoP across its vast network. Integrating AI-powered image processing technology for effective monitoring of smooth, hassle free and efficient counter services based on live feed of customer service areas for a delightful customer experience are expected as a solution. Ease of application of the solution in the practical setting is key to the assessment criteria for this problem. The dashboard needs to be accessible at the Post Office and to its higher offices in the chain upto Divisional and Regional Office"".",Software,Smart Automation,NULL,"Background: The Department of Posts has well laid down norm for services to customers in its Citizens’ Charter. These service standards include provision of hassle free counter services with defined time norms for all basic transactions. The waiting time for customers in bigger offices is managed with a Dynamic Queue Management System. A system of quick response on the service experience based on manual feedback forms has been in vogue in the Department in the past. The Department has also tried adopting the SMS and link based “Rapid Assessment System” with a proof of concept being provided through the pilot project. CCTV is also installed in various post offices across the country for better monitoring and timely intervention. Even with the progressive adoption of the emerging and available technology based solutions for measuring and improving customer experience, the Department of Posts needs a solution that is easy to implement in a large number of offices. In this context, a comprehensive solution to fill the gap in measurement and analysis about the quality of service at each Post Office in the network is being sought as part of the problem statement here. Description: The problem statement can be understood better by studying the Citizen’s Charter of the Department at https://www.indiapost.gov.in/VAS/Pages/AboutUs/CitizenCharter.aspx The list of services being provided at the Post Office Counters are available in this link. The list of offices with CCTV and raw data available will be provided by the Department so that interested teams can work on actual data available to devise the pictorial data based part of the solution. Other available tools for monitoring this aspect of the service may be explored. A simple design for wider adoption by the interested teams would gain more marks. This is a problem statement seeking monitoring and data analytics solution using modern and emerging Industry 4.0 technologies. While the use of AI and pictorial data based automated monitoring is at the heart of the problem, the team working on this problem can choose any combination of available technologies and tools to devise a simple to use and adopt solution to enable its mass adoption across the post office network. Expected Solution: The solution should provide real time and analytics based inputs for administrative authorities from the Postmasters in-charge to the Sub-Divisional and Divisional Heads to enable effective decision making for continuous improvement in office service level and efficient delivery of counter services.",Department of Posts,Ministry of Communication
SIH1753,"Road Transport Network Telematics Develop a telematics solution to enable efficient trucking operations for the long haul to connect the country through route optimization, live tracking and monitoring, optimal capacity utilization analysis and to enable appropriate response.",Software,Transportation & Logistics,NULL,"Background: The Department of Posts operates 76 national routes under All India Road Transport Network (RTN). Commercial trucks of 5-14 tonnes capacity ply on these routes carrying parcels and mail. There are also state or intra-circle routes operated through a combination of commercial and departmental trucks for carrying parcels and mail. Description: The RTN trucks, operating on various routes, touch intermediate points, where parcels and mail are off-loaded and loaded. The capacity utilization of the trucks fluctuates depending upon the volume of parcels/mail being carried by it [illustration: On the Ahmedabad-Ajmer-Jaipur route, Ahmedabad loads the truck up to 80% capacity for Ajmer. At Ajmer, 20 % of the volume is offloaded, and 30% loaded, bringing total loading to 90% capacity (80-20+30 = 90). Similarly, at Jaipur, 40% volume is offloaded and 50 % loaded, bringing total loading to 100% (90-40+50= 100)]. Real time data is required for optimal utilization of truck capacity and adequate planning. In order to monetize spare capacity, integration with 3PL partners for capacity sharing through API (as described in the previous point) is also required. RTN trucks traverse a fixed route with specific touch points. The trucks may be delayed due to various factors, such as vehicle breakdown, poor traffic conditions, detours, detention at one or more touch points etc. GPS, geofenced locking should be enabled for any detours or delays so that alerts may immediately be triggered for verification and corrective action in time. Live tracking of trucks, with points of delay is required for efficient and timely movement of parcels and mail in the value chain. There should be a system for dispatch and schedule management as per live data automatically populated and analyzed in real time. Any changes or deviations should automatically flow into the system so that schedules, which are downstream, automatically get updated and adjusted to the delay in real time. All data should be captured and populated automatically, and relevant MIS reports generated automatically with visualization where relevant. Expected Solution: As described above the expected solution is based of GPS leading to a strong GIS for the network for it to send alerts and prompt necessary adjustments on the interlinked parts of the supply chain for every run of the truck.",Department of Posts,Ministry of Communication
